Product keyword,TrexIDV2,Seller Facing Fee Category,Risk Factor
single serving teapots,kitchen_serveware_beverages,Kitchen,Low Risk
soda maker bottles,kitchen_serveware_beverages,Kitchen,Low Risk
tea services,kitchen_serveware_beverages,Kitchen,Low Risk
thermal dispenser carafes,kitchen_serveware_beverages,Kitchen,Low Risk
wine decanters,kitchen_serveware_beverages,Kitchen,Low Risk
childrens party cups,kitchen_serveware_disposable,Kitchen,Low Risk
childrens party plates,kitchen_serveware_disposable,Kitchen,Low Risk
childrens party tableware,kitchen_serveware_disposable,Kitchen,Low Risk
disposable baking cups,kitchen_serveware_disposable,Kitchen,Low Risk
disposable bowls,kitchen_serveware_disposable,Kitchen,Low Risk
disposable cup lids,kitchen_serveware_disposable,Kitchen,Low Risk
disposable cups,kitchen_serveware_disposable,Kitchen,Low Risk
disposable cutlery sets,kitchen_serveware_disposable,Kitchen,Low Risk
disposable doilies,kitchen_serveware_disposable,Kitchen,Low Risk
disposable drinking straws,kitchen_serveware_disposable,Kitchen,Low Risk
disposable drink stirrers,kitchen_serveware_disposable,Kitchen,Low Risk
disposable drinkware,kitchen_serveware_disposable,Kitchen,Low Risk
disposable food containers,kitchen_serveware_disposable,Kitchen,Low Risk
disposable forks,kitchen_serveware_disposable,Kitchen,Low Risk
disposable household food storage,kitchen_serveware_disposable,Kitchen,Low Risk
disposable knives,kitchen_serveware_disposable,Kitchen,Low Risk
disposable napkins,kitchen_serveware_disposable,Kitchen,Low Risk
disposable plates,kitchen_serveware_disposable,Kitchen,Low Risk
disposable roasting and steam table pans,kitchen_serveware_disposable,Kitchen,Low Risk
disposable shot glasses,kitchen_serveware_disposable,Kitchen,Low Risk
disposable souffle cups,kitchen_serveware_disposable,Kitchen,Low Risk
disposable spoons,kitchen_serveware_disposable,Kitchen,Low Risk
disposable stemware,kitchen_serveware_disposable,Kitchen,Low Risk
drip pans,kitchen_serveware_disposable,Kitchen,Low Risk
food service disposables,kitchen_serveware_disposable,Kitchen,Low Risk
industrial disposable cookware,kitchen_serveware_disposable,Kitchen,Low Risk
party cups,kitchen_serveware_disposable,Kitchen,Low Risk
party plates,kitchen_serveware_disposable,Kitchen,Low Risk
party tableware,kitchen_serveware_disposable,Kitchen,Low Risk
bowls,kitchen_serveware_food,Kitchen,Low Risk
plates,kitchen_serveware_food,Kitchen,Low Risk
platters,kitchen_serveware_food,Kitchen,Low Risk
ramekins,kitchen_serveware_food,Kitchen,Low Risk
serveware,kitchen_serveware_food,Kitchen,Low Risk
trays,kitchen_serveware_food,Kitchen,Low Risk
accent plates,kitchen_serveware_food,Kitchen,Low Risk
bathtub valets,kitchen_serveware_food,Kitchen,Low Risk
breakfast trays,kitchen_serveware_food,Kitchen,Low Risk
butter dishes,kitchen_serveware_food,Kitchen,Low Risk
candy dishes,kitchen_serveware_food,Kitchen,Low Risk
cereal bowls,kitchen_serveware_food,Kitchen,Low Risk
chafing dishes,kitchen_serveware_food,Kitchen,Low Risk
cheese plates,kitchen_serveware_food,Kitchen,Low Risk
chip and dip serving sets,kitchen_serveware_food,Kitchen,Low Risk
cupcake stands,kitchen_serveware_food,Kitchen,Low Risk
demitasse cups,kitchen_serveware_food,Kitchen,Low Risk
dessert bowls,kitchen_serveware_food,Kitchen,Low Risk
dinner plates,kitchen_serveware_food,Kitchen,Low Risk
dinnerware bowl sets,kitchen_serveware_food,Kitchen,Low Risk
dinnerware charger plates,kitchen_serveware_food,Kitchen,Low Risk
dinnerware sets,kitchen_serveware_food,Kitchen,Low Risk
fruit bowls,kitchen_serveware_food,Kitchen,Low Risk
mixing bowls,kitchen_serveware_food,Kitchen,Low Risk
pasta bowls,kitchen_serveware_food,Kitchen,Low Risk
plate serving covers,kitchen_serveware_food,Kitchen,Low Risk
rice bowls,kitchen_serveware_food,Kitchen,Low Risk
salad bowls,kitchen_serveware_food,Kitchen,Low Risk
salad plates,kitchen_serveware_food,Kitchen,Low Risk
salad server sets,kitchen_serveware_food,Kitchen,Low Risk
serveware accessories,kitchen_serveware_food,Kitchen,Low Risk
serving bowls,kitchen_serveware_food,Kitchen,Low Risk
snack bowls,kitchen_serveware_food,Kitchen,Low Risk
soup bowls,kitchen_serveware_food,Kitchen,Low Risk
soup cereal bowls,kitchen_serveware_food,Kitchen,Low Risk
spoon rests,kitchen_serveware_food,Kitchen,Low Risk
sugar bowls,kitchen_serveware_food,Kitchen,Low Risk
sushi plates,kitchen_serveware_food,Kitchen,Low Risk
appetizer plates,kitchen_serveware_food,Kitchen,Low Risk
bread serving baskets,kitchen_serveware_food,Kitchen,Low Risk
dessert plates,kitchen_serveware_food,Kitchen,Low Risk
candy thermometers,kitchen_thermometers,Kitchen,Low Risk
grill thermometers,kitchen_thermometers,Kitchen,Low Risk
infrared thermometers,kitchen_thermometers,Kitchen,Low Risk
instant read thermometers,kitchen_thermometers,Kitchen,Low Risk
kitchen thermometers,kitchen_thermometers,Kitchen,Low Risk
meat thermometers,kitchen_thermometers,Kitchen,Low Risk
oven thermometers,kitchen_thermometers,Kitchen,Low Risk
refrigerator thermometers,kitchen_thermometers,Kitchen,Low Risk
oven mitts,kitchen_tools_supplies,Kitchen,Low Risk
bakeware,kitchen_tools_supplies,Kitchen,Low Risk
barware,kitchen_tools_supplies,Kitchen,Low Risk
choppers,kitchen_tools_supplies,Kitchen,Low Risk
colanders,kitchen_tools_supplies,Kitchen,Low Risk
corers,kitchen_tools_supplies,Kitchen,Low Risk
corkscrews,kitchen_tools_supplies,Kitchen,Low Risk
cutlery,kitchen_tools_supplies,Kitchen,Low Risk
funnels,kitchen_tools_supplies,Kitchen,Low Risk
graters,kitchen_tools_supplies,Kitchen,Low Risk
parchment,kitchen_tools_supplies,Kitchen,Low Risk
peelers,kitchen_tools_supplies,Kitchen,Low Risk
pitters,kitchen_tools_supplies,Kitchen,Low Risk
potholders,kitchen_tools_supplies,Kitchen,Low Risk
ricers,kitchen_tools_supplies,Kitchen,Low Risk
sauciers,kitchen_tools_supplies,Kitchen,Low Risk
sifters,kitchen_tools_supplies,Kitchen,Low Risk
skimmers,kitchen_tools_supplies,Kitchen,Low Risk
slicers,kitchen_tools_supplies,Kitchen,Low Risk
spatulas,kitchen_tools_supplies,Kitchen,Low Risk
steamers,kitchen_tools_supplies,Kitchen,Low Risk
tenderizers,kitchen_tools_supplies,Kitchen,Low Risk
timers,kitchen_tools_supplies,Kitchen,Low Risk
trivets,kitchen_tools_supplies,Kitchen,Low Risk
whisks,kitchen_tools_supplies,Kitchen,Low Risk
bake and serve sets,kitchen_tools_supplies,Kitchen,Low Risk
bakeware sets,kitchen_tools_supplies,Kitchen,Low Risk
baking dishes,kitchen_tools_supplies,Kitchen,Low Risk
baking mats,kitchen_tools_supplies,Kitchen,Low Risk
baking molds,kitchen_tools_supplies,Kitchen,Low Risk
baking sheets,kitchen_tools_supplies,Kitchen,Low Risk
barbecue forks,kitchen_tools_supplies,Kitchen,Low Risk
barbecue grids,kitchen_tools_supplies,Kitchen,Low Risk
barbecue meat handling claws,kitchen_tools_supplies,Kitchen,Low Risk
barbecue skewers,kitchen_tools_supplies,Kitchen,Low Risk
barbecue tongs,kitchen_tools_supplies,Kitchen,Low Risk
barbecue tools,kitchen_tools_supplies,Kitchen,Low Risk
barbecue tool sets,kitchen_tools_supplies,Kitchen,Low Risk
bar cutting boards,kitchen_tools_supplies,Kitchen,Low Risk
bar strainers,kitchen_tools_supplies,Kitchen,Low Risk
barware tool sets,kitchen_tools_supplies,Kitchen,Low Risk
batter dispensers,kitchen_tools_supplies,Kitchen,Low Risk
block knife sets,kitchen_tools_supplies,Kitchen,Low Risk
boning knives,kitchen_tools_supplies,Kitchen,Low Risk
bottle openers,kitchen_tools_supplies,Kitchen,Low Risk
boxed knife sets,kitchen_tools_supplies,Kitchen,Low Risk
bread knives,kitchen_tools_supplies,Kitchen,Low Risk
bread proofing baskets,kitchen_tools_supplies,Kitchen,Low Risk
bundt pans,kitchen_tools_supplies,Kitchen,Low Risk
cake stands,kitchen_tools_supplies,Kitchen,Low Risk
can crushers,kitchen_tools_supplies,Kitchen,Low Risk
candy and chocolate molds,kitchen_tools_supplies,Kitchen,Low Risk
candy making molds,kitchen_tools_supplies,Kitchen,Low Risk
candy making sticks,kitchen_tools_supplies,Kitchen,Low Risk
candy making supplies,kitchen_tools_supplies,Kitchen,Low Risk
canning jars,kitchen_tools_supplies,Kitchen,Low Risk
canning lids,kitchen_tools_supplies,Kitchen,Low Risk
canning products,kitchen_tools_supplies,Kitchen,Low Risk
carving boards,kitchen_tools_supplies,Kitchen,Low Risk
carving knives,kitchen_tools_supplies,Kitchen,Low Risk
carving sets,kitchen_tools_supplies,Kitchen,Low Risk
cheese graters,kitchen_tools_supplies,Kitchen,Low Risk
cheese knives,kitchen_tools_supplies,Kitchen,Low Risk
cheese makers,kitchen_tools_supplies,Kitchen,Low Risk
chefs knives,kitchen_tools_supplies,Kitchen,Low Risk
childrens bakeware,kitchen_tools_supplies,Kitchen,Low Risk
cocktail picks,kitchen_tools_supplies,Kitchen,Low Risk
cocktail shakers,kitchen_tools_supplies,Kitchen,Low Risk
coffee filters,kitchen_tools_supplies,Kitchen,Low Risk
coffee scoops,kitchen_tools_supplies,Kitchen,Low Risk
cold brew coffee makers,kitchen_tools_supplies,Kitchen,Low Risk
combined pepper and salt shakers,kitchen_tools_supplies,Kitchen,Low Risk
commercial food scoops,kitchen_tools_supplies,Kitchen,Low Risk
condiment squeeze bottles,kitchen_tools_supplies,Kitchen,Low Risk
cookie cutters,kitchen_tools_supplies,Kitchen,Low Risk
cookie presses,kitchen_tools_supplies,Kitchen,Low Risk
cooking spoons,kitchen_tools_supplies,Kitchen,Low Risk
cooking utensil sets,kitchen_tools_supplies,Kitchen,Low Risk
cookware accessories,kitchen_tools_supplies,Kitchen,Low Risk
cookware holders,kitchen_tools_supplies,Kitchen,Low Risk
cooling racks,kitchen_tools_supplies,Kitchen,Low Risk
cream whippers,kitchen_tools_supplies,Kitchen,Low Risk
cupcake wrappers,kitchen_tools_supplies,Kitchen,Low Risk
cutlery sets,kitchen_tools_supplies,Kitchen,Low Risk
cutlery shears,kitchen_tools_supplies,Kitchen,Low Risk
cutting boards,kitchen_tools_supplies,Kitchen,Low Risk
daily living drinking straws,kitchen_tools_supplies,Kitchen,Low Risk
disposable coffee filters,kitchen_tools_supplies,Kitchen,Low Risk
donut pans,kitchen_tools_supplies,Kitchen,Low Risk
egg separators,kitchen_tools_supplies,Kitchen,Low Risk
espresso hand tampers,kitchen_tools_supplies,Kitchen,Low Risk
fillet knives,kitchen_tools_supplies,Kitchen,Low Risk
fondant and gum paste molds,kitchen_tools_supplies,Kitchen,Low Risk
food decorating tools,kitchen_tools_supplies,Kitchen,Low Risk
food sculpting tools,kitchen_tools_supplies,Kitchen,Low Risk
food steamers,kitchen_tools_supplies,Kitchen,Low Risk
food strainers,kitchen_tools_supplies,Kitchen,Low Risk
food tongs,kitchen_tools_supplies,Kitchen,Low Risk
french presses,kitchen_tools_supplies,Kitchen,Low Risk
garlic presses,kitchen_tools_supplies,Kitchen,Low Risk
grill basting brushes,kitchen_tools_supplies,Kitchen,Low Risk
grill brushes,kitchen_tools_supplies,Kitchen,Low Risk
grill pans,kitchen_tools_supplies,Kitchen,Low Risk
grill presses and irons,kitchen_tools_supplies,Kitchen,Low Risk
gyutou knives,kitchen_tools_supplies,Kitchen,Low Risk
hand juicers,kitchen_tools_supplies,Kitchen,Low Risk
handmade cutting boards,kitchen_tools_supplies,Kitchen,Low Risk
household aluminum foil,kitchen_tools_supplies,Kitchen,Low Risk
household paper and plastic products,kitchen_tools_supplies,Kitchen,Low Risk
household plastic wrap,kitchen_tools_supplies,Kitchen,Low Risk
ice cream scoops,kitchen_tools_supplies,Kitchen,Low Risk
ice crushers,kitchen_tools_supplies,Kitchen,Low Risk
ice cube molds,kitchen_tools_supplies,Kitchen,Low Risk
ice cube trays,kitchen_tools_supplies,Kitchen,Low Risk
ice pop molds,kitchen_tools_supplies,Kitchen,Low Risk
ice tongs,kitchen_tools_supplies,Kitchen,Low Risk
icing dispensers,kitchen_tools_supplies,Kitchen,Low Risk
icing spatulas,kitchen_tools_supplies,Kitchen,Low Risk
jar openers,kitchen_tools_supplies,Kitchen,Low Risk
kitchen tools,kitchen_tools_supplies,Kitchen,Low Risk
kitchen tool sets,kitchen_tools_supplies,Kitchen,Low Risk
kitchen utility knives,kitchen_tools_supplies,Kitchen,Low Risk
knife blocks,kitchen_tools_supplies,Kitchen,Low Risk
knife storage items,kitchen_tools_supplies,Kitchen,Low Risk
loaf pans,kitchen_tools_supplies,Kitchen,Low Risk
macaron baking mats and pans,kitchen_tools_supplies,Kitchen,Low Risk
magnetic knife strips,kitchen_tools_supplies,Kitchen,Low Risk
manual can openers,kitchen_tools_supplies,Kitchen,Low Risk
manual coffee grinders,kitchen_tools_supplies,Kitchen,Low Risk
manual pasta makers,kitchen_tools_supplies,Kitchen,Low Risk
measuring cups,kitchen_tools_supplies,Kitchen,Low Risk
measuring spoons,kitchen_tools_supplies,Kitchen,Low Risk
meat cleavers,kitchen_tools_supplies,Kitchen,Low Risk
meat grinders,kitchen_tools_supplies,Kitchen,Low Risk
mortar and pestle,kitchen_tools_supplies,Kitchen,Low Risk
muffin pans,kitchen_tools_supplies,Kitchen,Low Risk
novelty cake pans,kitchen_tools_supplies,Kitchen,Low Risk
nut crackers,kitchen_tools_supplies,Kitchen,Low Risk
oil bottles,kitchen_tools_supplies,Kitchen,Low Risk
oil sprayers,kitchen_tools_supplies,Kitchen,Low Risk
paring knives,kitchen_tools_supplies,Kitchen,Low Risk
pasta makers,kitchen_tools_supplies,Kitchen,Low Risk
pastry bags,kitchen_tools_supplies,Kitchen,Low Risk
pepper mills,kitchen_tools_supplies,Kitchen,Low Risk
permanent coffee filters,kitchen_tools_supplies,Kitchen,Low Risk
pie pans,kitchen_tools_supplies,Kitchen,Low Risk
pitcher water filters,kitchen_tools_supplies,Kitchen,Low Risk
pizza cutters,kitchen_tools_supplies,Kitchen,Low Risk
pizza grilling stones,kitchen_tools_supplies,Kitchen,Low Risk
pizza pans,kitchen_tools_supplies,Kitchen,Low Risk
pizza peels,kitchen_tools_supplies,Kitchen,Low Risk
pizza stones,kitchen_tools_supplies,Kitchen,Low Risk
pot lid holders,kitchen_tools_supplies,Kitchen,Low Risk
pour over coffee makers,kitchen_tools_supplies,Kitchen,Low Risk
reusable coffee filters,kitchen_tools_supplies,Kitchen,Low Risk
rolling pins,kitchen_tools_supplies,Kitchen,Low Risk
round cake pans,kitchen_tools_supplies,Kitchen,Low Risk
salad spinners,kitchen_tools_supplies,Kitchen,Low Risk
salt and pepper mills,kitchen_tools_supplies,Kitchen,Low Risk
salt and pepper shaker sets,kitchen_tools_supplies,Kitchen,Low Risk
salt shakers,kitchen_tools_supplies,Kitchen,Low Risk
santoku knives,kitchen_tools_supplies,Kitchen,Low Risk
sausage stuffers,kitchen_tools_supplies,Kitchen,Low Risk
seafood knives,kitchen_tools_supplies,Kitchen,Low Risk
seasoning injectors,kitchen_tools_supplies,Kitchen,Low Risk
serrated knives,kitchen_tools_supplies,Kitchen,Low Risk
spear point paring knives,kitchen_tools_supplies,Kitchen,Low Risk
spice mills,kitchen_tools_supplies,Kitchen,Low Risk
splatter screens,kitchen_tools_supplies,Kitchen,Low Risk
springform cake pans,kitchen_tools_supplies,Kitchen,Low Risk
stacking can dispensers,kitchen_tools_supplies,Kitchen,Low Risk
steak knife sets,kitchen_tools_supplies,Kitchen,Low Risk
steak knives,kitchen_tools_supplies,Kitchen,Low Risk
stovetop espresso pots,kitchen_tools_supplies,Kitchen,Low Risk
swizzle sticks,kitchen_tools_supplies,Kitchen,Low Risk
taco holders,kitchen_tools_supplies,Kitchen,Low Risk
tart pans,kitchen_tools_supplies,Kitchen,Low Risk
tea ball strainers,kitchen_tools_supplies,Kitchen,Low Risk
tea filters,kitchen_tools_supplies,Kitchen,Low Risk
toaster oven cookware,kitchen_tools_supplies,Kitchen,Low Risk
waiter corkscrews,kitchen_tools_supplies,Kitchen,Low Risk
wine accessories,kitchen_tools_supplies,Kitchen,Low Risk
wine accessory sets,kitchen_tools_supplies,Kitchen,Low Risk
wine bottle stoppers,kitchen_tools_supplies,Kitchen,Low Risk
wine chillers,kitchen_tools_supplies,Kitchen,Low Risk
wine education products,kitchen_tools_supplies,Kitchen,Low Risk
wine glass tags,kitchen_tools_supplies,Kitchen,Low Risk
wine pourers,kitchen_tools_supplies,Kitchen,Low Risk
wing corkscrews,kitchen_tools_supplies,Kitchen,Low Risk
baking cups,kitchen_tools_supplies,Kitchen,Low Risk
barbecue turners,kitchen_tools_supplies,Kitchen,Low Risk
cake decorating kits,kitchen_tools_supplies,Kitchen,Low Risk
chocolate making molds,kitchen_tools_supplies,Kitchen,Low Risk
complete canning kits,kitchen_tools_supplies,Kitchen,Low Risk
grain mills,kitchen_tools_supplies,Kitchen,Low Risk
ice cube molds and trays,kitchen_tools_supplies,Kitchen,Low Risk
icing tips,kitchen_tools_supplies,Kitchen,Low Risk
mandolines,kitchen_tools_supplies,Kitchen,Low Risk
manual egg slicers,kitchen_tools_supplies,Kitchen,Low Risk
mashers,kitchen_tools_supplies,Kitchen,Low Risk
matcha whisks,kitchen_tools_supplies,Kitchen,Low Risk
outdoor cooking potholders,kitchen_tools_supplies,Kitchen,Low Risk
reusable drinking straws,kitchen_tools_supplies,Kitchen,Low Risk
tortilla makers,kitchen_tools_supplies,Kitchen,Low Risk
zesters,kitchen_tools_supplies,Kitchen,Low Risk
hot water only dispensers,kitchen_water_dispensers,Kitchen,Low Risk
hot and cold water dispensers,kitchen_water_dispensers,Kitchen,Low Risk
water coolers,kitchen_water_dispensers,Kitchen,Low Risk
water dispenser replacement parts,kitchen_water_dispensers,Kitchen,Low Risk
accessory and keychain carabiners,keychains,Luggage,Low Risk
automotive key chains,keychains,Luggage,Low Risk
handmade keychains,keychains,Luggage,Low Risk
key chains,keychains,Luggage,Low Risk
key tags and chains,keychains,Luggage,Low Risk
novelty keychains,keychains,Luggage,Low Risk
sports fan keychains,keychains,Luggage,Low Risk
luggage accessories,luggage_accessories,Luggage,Low Risk
luggage straps,luggage_accessories,Luggage,Low Risk
luggage tags,luggage_accessories,Luggage,Low Risk
passport covers,luggage_accessories,Luggage,Low Risk
travel garment bags,luggage_accessories,Luggage,Low Risk
luggage,luggage_bags_totes_duffel,Luggage,Low Risk
duffel bags,luggage_bags_totes_duffel,Luggage,Low Risk
gym tote bags,luggage_bags_totes_duffel,Luggage,Low Risk
sports fan duffle bags,luggage_bags_totes_duffel,Luggage,Low Risk
travel totes luggage,luggage_bags_totes_duffel,Luggage,Low Risk
briefcases,luggage_briefcases,Luggage,Low Risk
luggage packing organizers,luggage_organizers,Luggage,Low Risk
shoe bags,luggage_organizers,Luggage,Low Risk
suitcases,luggage_suitcases,Luggage,Low Risk
carry on luggage,luggage_suitcases,Luggage,Low Risk
childrens luggage,luggage_suitcases,Luggage,Low Risk
luggage sets,luggage_suitcases,Luggage,Low Risk
wallets,wallets_other_organizers,Luggage,Low Risk
bifold wallets,wallets_other_organizers,Luggage,Low Risk
business travel portfolios,wallets_other_organizers,Luggage,Low Risk
card case wallets,wallets_other_organizers,Luggage,Low Risk
checkbook cases,wallets_other_organizers,Luggage,Low Risk
coin purses,wallets_other_organizers,Luggage,Low Risk
credit card holders,wallets_other_organizers,Luggage,Low Risk
expanding wallets,wallets_other_organizers,Luggage,Low Risk
handbag organizers,wallets_other_organizers,Luggage,Low Risk
identification cases,wallets_other_organizers,Luggage,Low Risk
money clips,wallets_other_organizers,Luggage,Low Risk
novelty wallets,wallets_other_organizers,Luggage,Low Risk
passport wallets,wallets_other_organizers,Luggage,Low Risk
portfolio ring binders,wallets_other_organizers,Luggage,Low Risk
purse hangers,wallets_other_organizers,Luggage,Low Risk
sports fan wallets,wallets_other_organizers,Luggage,Low Risk
travel wallets,wallets_other_organizers,Luggage,Low Risk
padfolio ring binders,wallets_other_organizers,Luggage,Low Risk
cooktops,major_appliances_other,Major appliances,High Risk
commercial freezers,major_appliances_commercial_refrigerators_freezers_ice_makers,Major appliances,High Risk
commercial ice machines,major_appliances_commercial_refrigerators_freezers_ice_makers,Major appliances,High Risk
commercial refrigerators,major_appliances_commercial_refrigerators_freezers_ice_makers,Major appliances,High Risk
science lab ice makers,major_appliances_commercial_refrigerators_freezers_ice_makers,Major appliances,High Risk
dishwashers,major_appliances_dishwashers,Major appliances,High Risk
built in dishwashers,major_appliances_dishwashers,Major appliances,High Risk
drawer dishwashers,major_appliances_dishwashers,Major appliances,High Risk
combination microwave wall ovens,major_appliances_other,Major appliances,High Risk
double wall ovens,major_appliances_other,Major appliances,High Risk
free standing ranges,major_appliances_other,Major appliances,High Risk
single wall ovens,major_appliances_other,Major appliances,High Risk
slide in ranges,major_appliances_other,Major appliances,High Risk
trash compactors,major_appliances_other,Major appliances,High Risk
appliance repair parts,major_appliances_parts,Major appliances,High Risk
appliance replacement parts,major_appliances_parts,Major appliances,High Risk
clothes dryer replacement parts,major_appliances_parts,Major appliances,High Risk
clothes dryer vents,major_appliances_parts,Major appliances,High Risk
clothes washing machine replacement parts,major_appliances_parts,Major appliances,High Risk
dishwasher replacement parts,major_appliances_parts,Major appliances,High Risk
free standing ice maker replacement parts,major_appliances_parts,Major appliances,High Risk
household freezer replacement parts,major_appliances_parts,Major appliances,High Risk
range hood replacement parts,major_appliances_parts,Major appliances,High Risk
range replacement parts,major_appliances_parts,Major appliances,High Risk
refrigerator replacement parts,major_appliances_parts,Major appliances,High Risk
replacement appliance fastener hardware,major_appliances_parts,Major appliances,High Risk
replacement clothes dryer lint screens,major_appliances_parts,Major appliances,High Risk
replacement clothes washing machine doors,major_appliances_parts,Major appliances,High Risk
replacement clothes washing machine drain pumps,major_appliances_parts,Major appliances,High Risk
replacement clothes washing machine hoses,major_appliances_parts,Major appliances,High Risk
replacement clothes washing machine motors,major_appliances_parts,Major appliances,High Risk
replacement dishwasher baskets,major_appliances_parts,Major appliances,High Risk
replacement dishwasher panels,major_appliances_parts,Major appliances,High Risk
replacement dishwasher racks,major_appliances_parts,Major appliances,High Risk
replacement dishwasher wash arms,major_appliances_parts,Major appliances,High Risk
replacement freezer ice maker parts,major_appliances_parts,Major appliances,High Risk
replacement range burners,major_appliances_parts,Major appliances,High Risk
replacement range drip pans,major_appliances_parts,Major appliances,High Risk
replacement range heating elements,major_appliances_parts,Major appliances,High Risk
replacement range hood filters,major_appliances_parts,Major appliances,High Risk
replacement range knobs,major_appliances_parts,Major appliances,High Risk
replacement refrigerator bins,major_appliances_parts,Major appliances,High Risk
replacement refrigerator doors,major_appliances_parts,Major appliances,High Risk
replacement refrigerator handles,major_appliances_parts,Major appliances,High Risk
replacement refrigerator ice makers,major_appliances_parts,Major appliances,High Risk
replacement refrigerator motors,major_appliances_parts,Major appliances,High Risk
replacement refrigerator shelves,major_appliances_parts,Major appliances,High Risk
replacement dishwasher hoses,major_appliances_parts,Major appliances,High Risk
beverage cooler refrigerators,major_appliances_refrigerators_freezers_ice_makers_wine_cellars,Major appliances,High Risk
built in wine cellars,major_appliances_refrigerators_freezers_ice_makers_wine_cellars,Major appliances,High Risk
chest freezers,major_appliances_refrigerators_freezers_ice_makers_wine_cellars,Major appliances,High Risk
display refrigerators,major_appliances_refrigerators_freezers_ice_makers_wine_cellars,Major appliances,High Risk
free standing wine cellars,major_appliances_refrigerators_freezers_ice_makers_wine_cellars,Major appliances,High Risk
keg refrigerators,major_appliances_refrigerators_freezers_ice_makers_wine_cellars,Major appliances,High Risk
side by side refrigerators,major_appliances_refrigerators_freezers_ice_makers_wine_cellars,Major appliances,High Risk
upright freezers,major_appliances_refrigerators_freezers_ice_makers_wine_cellars,Major appliances,High Risk
wine cellars,major_appliances_refrigerators_freezers_ice_makers_wine_cellars,Major appliances,High Risk
undercounter refrigerator,major_appliances_refrigerators_freezers_ice_makers_wine_cellars,Major appliances,High Risk
full size refrigerators,major_appliances_refrigerators_freezers_ice_makers_wine_cellars,Major appliances,High Risk
all in one combination washers and dryers,major_appliances_washer_dryer,Major appliances,High Risk
clothes dryers,major_appliances_washer_dryer,Major appliances,High Risk
clothes washing machines,major_appliances_washer_dryer,Major appliances,High Risk
portable clothes washing machines,major_appliances_washer_dryer,Major appliances,High Risk
stacked washer and dryer units,major_appliances_washer_dryer,Major appliances,High Risk
full size clothes dryers,major_appliances_washer_dryer,Major appliances,High Risk
full size clothes washing machines,major_appliances_washer_dryer,Major appliances,High Risk
portable clothes dryers,major_appliances_washer_dryer,Major appliances,High Risk
carrier branded cell phones,cell_phones_devices,Mobile phones,High Risk
cell phones with service plans,cell_phones_devices,Mobile phones,High Risk
prepaid cell phones,cell_phones_devices,Mobile phones,High Risk
prepaid mobile broadband devices,cell_phones_devices,Mobile phones,High Risk
unlocked cell phones,cell_phones_devices,Mobile phones,High Risk
cell phones,cell_phones_devices,Mobile phones,High Risk
mobile broadband devices,cell_phones_devices,Mobile phones,High Risk
music,media_audio_music,Music,High Risk
vinyl,media_audio_music,Music,High Risk
audio recordings,media_audio_music,Music,High Risk
cd & vinyl,media_audio_music,Music,High Risk
downloadable digital audio,media_audio_music,Music,High Risk
downloadable digital audio albums,media_audio_music,Music,High Risk
downloadable digital audio tracks,media_audio_music,Music,High Risk
microphones,av_microphones,Music instruments,Low Risk
computer microphones,av_microphones,Music instruments,Low Risk
condenser microphones,av_microphones,Music instruments,Low Risk
handheld wireless microphones,av_microphones,Music instruments,Low Risk
instrument condenser microphones,av_microphones,Music instruments,Low Risk
instrument dynamic microphones,av_microphones,Music instruments,Low Risk
instrument wireless microphones,av_microphones,Music instruments,Low Risk
lavalier wireless microphones,av_microphones,Music instruments,Low Risk
multipurpose condenser microphones,av_microphones,Music instruments,Low Risk
multipurpose dynamic microphones,av_microphones,Music instruments,Low Risk
professional video microphones,av_microphones,Music instruments,Low Risk
vocal condenser microphones,av_microphones,Music instruments,Low Risk
vocal dynamic microphones,av_microphones,Music instruments,Low Risk
wireless microphones and wireless microphone systems,av_microphones,Music instruments,Low Risk
wireless microphone systems,av_microphones,Music instruments,Low Risk
video game microphones,av_microphones,Music instruments,Low Risk
audio samplers,av_production_devices,Music instruments,Low Risk
computer audio interfaces,av_production_devices,Music instruments,Low Risk
digital audio workstation controllers,av_production_devices,Music instruments,Low Risk
digital studio multitrack recorders,av_production_devices,Music instruments,Low Risk
dj controllers,av_production_devices,Music instruments,Low Risk
dj equipment,av_production_devices,Music instruments,Low Risk
dj equipment packages,av_production_devices,Music instruments,Low Risk
dj mixers,av_production_devices,Music instruments,Low Risk
drum machines,av_production_devices,Music instruments,Low Risk
fog machines and accessories,av_production_devices,Music instruments,Low Risk
home karaoke systems,av_production_devices,Music instruments,Low Risk
karaoke players,av_production_devices,Music instruments,Low Risk
led lighting,av_production_devices,Music instruments,Low Risk
midi controllers,av_production_devices,Music instruments,Low Risk
pa systems,av_production_devices,Music instruments,Low Risk
portable karaoke systems,av_production_devices,Music instruments,Low Risk
portable studio recorders,av_production_devices,Music instruments,Low Risk
powered audio mixers,av_production_devices,Music instruments,Low Risk
projection lighting effects,av_production_devices,Music instruments,Low Risk
signal direct boxes,av_production_devices,Music instruments,Low Risk
special effects lighting and equipment,av_production_devices,Music instruments,Low Risk
stage laser lights,av_production_devices,Music instruments,Low Risk
stage lighting accessories,av_production_devices,Music instruments,Low Risk
stage lighting controllers,av_production_devices,Music instruments,Low Risk
stage lighting units,av_production_devices,Music instruments,Low Risk
strobe lighting effects,av_production_devices,Music instruments,Low Risk
synthesizers and workstations,av_production_devices,Music instruments,Low Risk
tabletop synthesizers,av_production_devices,Music instruments,Low Risk
